OBJECTID,BdVal,PctNum,BdName,ElectNo,ElectPct,Requests,Returns,PercentReturned,Party,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
142,0321,321.0,GLENVIEW,1389,0321,1577,912,0.578313,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5858200.2734375,13113.7212780093
143,0072,72.0,BOLERO,1389,0072,47,12,0.255319,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,754501.19921875,4669.86545834788
144,0296,296.0,FRIER,1389,0296,102,41,0.40196,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1880918.296875,5847.49628145977
145,0688,688.0,RIMROCK,1389,0688,906,667,0.736203,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3786512.91796875,7782.51762134858
146,0261,261.0,ENCANTO,1389,0261,395,256,0.648101,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5587094.0078125,9678.54952663113
147,0205,205.0,DENALI,1389,0205,1268,615,0.485015,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3710411.93359375,7705.7618047468
148,0599,599.0,PAIUTE,1389,0599,655,339,0.517557,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3678364.10546875,9620.67769050737
149,0519,519.0,MIMOSA,1389,0519,1557,1214,0.779704,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6052013.25390625,11399.4074639654
150,0023,23.0,ANNETTE,1389,0023,917,548,0.5976,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4192931.75390625,10128.3414568241
151,0132,132.0,CITRUS,1389,0132,491,281,0.572301,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1889341.4140625,5829.40379331012
152,0350,350.0,HARMONT,1389,0350,729,391,0.536351,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5154841.3203125,10767.1532552709
153,0459,459.0,LOMA VERDES,1389,0459,893,597,0.668533,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,15257941.34375,19573.7113096242
154,0751,751.0,SHEENA,1389,0751,866,564,0.65127,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4154468.91015625,10502.0161923858
155,0807,807.0,SUNDOWN,1389,0807,877,653,0.744583,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4316803.29296875,9866.58856937096
156,0148,148.0,COLONNADE,1389,0148,583,348,0.596912,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2932071.3984375,6951.23021342143
157,0398,398.0,IVANHOE,1389,0398,1272,650,0.511006,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3684688.19140625,7678.29074192246
158,0796,796.0,SUN AIRE,1389,0796,936,538,0.574786,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7094189.00390625,11288.5305387959
159,0383,383.0,HOPE,1389,0383,254,112,0.440944,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5571203.953125,9633.47487669579
160,0119,119.0,CENTRAL HIGH,1389,0119,286,167,0.583916,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3894994.078125,7835.03112324489
161,0672,672.0,RANCHO,1389,0672,466,298,0.639484,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2827918.4921875,7775.93528061276
162,0217,217.0,DESERT RIVER,1389,0217,70,27,0.385714,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7619942.3515625,12755.6747958394
163,0742,742.0,SENTRY,1389,0742,527,330,0.626185,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1640268.23046875,7592.06885027393
164,0581,581.0,OAKTREE,1389,0581,919,578,0.628944,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3821452.015625,9722.97245059854
165,0024,24.0,APACHE,1389,0024,521,325,0.6238,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2911008.69140625,7959.16608179955
166,0801,801.0,SUN TRAILS,1389,0801,1501,771,0.513657,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5294431.85546875,11810.2011981711
167,0177,177.0,COVINA,1389,0177,1116,631,0.565412,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3685798.046875,7679.98879180014
168,0825,825.0,TABLE MESA,1389,0825,22,13,0.590909,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,128335452.671875,71186.4424027002
169,0756,756.0,SIERRA VERDE,1389,0756,631,361,0.572107,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2831086.15234375,7591.82739625025
170,0134,134.0,CITRUS GROVES,1389,0134,1508,984,0.652519,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8954062.671875,22564.1913948619
171,0704,704.0,ROMA,1389,0704,194,83,0.427835,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3750001.28125,7733.02049405821
172,0201,201.0,DEER VALLEY,1389,0201,747,392,0.524765,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,17633106.6953125,21469.7272448182
173,0391,391.0,IMES,1389,0391,55,12,0.218181,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1866315.5078125,6609.72051747271
174,0866,866.0,VARNEY PARK,1389,0866,591,321,0.543147,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3095315.05078125,9139.99936735727
175,0813,813.0,SUNNYSLOPE,1389,0813,315,162,0.514285,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4203903.75390625,9325.68930834688
176,0658,658.0,PORTOBELLO,1389,0658,906,600,0.662251,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5829517.43359375,14306.8224193856
177,0815,815.0,SUNRISE,1389,0815,888,448,0.504504,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4309592.4765625,8314.92112438108
178,0142,142.0,CLUB WEST,1389,0142,1499,963,0.642428,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10675713.703125,14923.9529226813
179,0768,768.0,SOLEDAD,1389,0768,548,246,0.448905,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4838073.41796875,9502.7718031461
180,0846,846.0,TRAILSIDE,1389,0846,473,235,0.496828,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10285885.8398438,15445.8261154367
181,0239,239.0,DRIFTWOOD,1389,0239,1618,885,0.546971,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6762026.703125,11267.0321527835
182,0181,181.0,CRABAPPLE,1389,0181,948,442,0.466244,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21007150.921875,22150.0463506451
183,0004,4.0,ADOBE,1389,0004,364,183,0.502747,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2334387.32421875,7737.14959356384
184,0099,99.0,CANDLELIGHT,1389,0099,1258,702,0.558028,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3734637.78515625,7730.01682507997
185,0110,110.0,CARON,1389,0110,641,369,0.575663,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2774310.5234375,7689.54779871213
186,0847,847.0,TRAMONTO,1389,0847,1277,687,0.537979,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13294730.4335938,20174.5854448276
187,0728,728.0,SAN VICTOR,1389,0728,700,460,0.657142,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5370676.9765625,9772.67897552928
188,0213,213.0,DESERT HILLS,1389,0213,1728,962,0.556712,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,44980013.953125,34339.9117450005
189,0858,858.0,TWILIGHT,1389,0858,601,281,0.467554,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7605823.1640625,12469.721549961
190,0416,416.0,KALER,1389,0416,909,454,0.499449,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4910433.81640625,9670.7140165808
191,0186,186.0,CROCUS,1389,0186,604,386,0.639072,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1870315.71484375,5781.23756014883
192,0067,67.0,BLUE HORIZONS,1389,0067,600,296,0.493333,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9706284.99609375,12250.3384480854
193,0450,450.0,LILAC,1389,0450,889,462,0.519685,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11204850.1289063,15476.6427726555
194,0370,370.0,HIGLEY,1389,0370,929,492,0.529601,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3713530.8671875,7708.08540122806
195,0668,668.0,QUEEN CREEK,1389,0668,1201,591,0.492089,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9049084.12109375,15157.8627661428
196,0428,428.0,LAKE PLEASANT,1389,0428,939,559,0.595314,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,37930339.0273438,35783.2763436905
197,0289,289.0,FOUNTAIN HILLS,1389,0289,1108,829,0.748194,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7091138.51953125,16090.4940699494
198,0626,626.0,PEBBLE CREEK,1389,0626,3241,2870,0.885529,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,14567396.9179688,17392.2903660161
199,0798,798.0,SUN DEVIL,1389,0798,228,89,0.39035,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6438304.43359375,10928.9727044114
200,0816,816.0,SUNSET HILLS,1389,0816,1350,749,0.554814,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8127086.578125,15767.3453169803
201,0355,355.0,HARVEST,1389,0355,1205,680,0.564315,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,18632118.8710938,23065.9524728742
202,0432,432.0,LANE,1389,0432,1058,747,0.706049,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7451024.3359375,10893.2171650143
203,0028,28.0,ARBOLEDA,1389,0028,1641,928,0.565508,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7407468.875,11517.8116567643
204,0869,869.0,VERMONT,1389,0869,386,226,0.585492,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3725940.22265625,7721.74297691466
